title,title_characters,author,journal,number,cites,year,pubid,name,scholar_id
assessing impact alien bees native ones,49,"M Zakardjian, H Jourdan, V Le Féon, B Geslin",Promoting pollination and pollinators in farming,225-256,4,2022,ZzlSgRqYykMC,Benoît Geslin,"""GxNy-vwAAAAJ"""
statement active substance flupyradifurone,49,"EFSA Panel on Plant Protection Products and their Residues (PPR), ...",Efsa Journal,"20 (1), e07030",15,2022,hkOj_22Ku90C,Maj Rundlöf,"""FkXb8ncAAAAJ"""
creating virtual international research experience,52,"MM López-Uribe, JV Urbina, AI Mejía, LO Duque, D Riaño-Jiménez, ...",American Entomologist,"68 (1), 24-27",1,2022,Oj-SLI0tZTcC,Victor Hugo Gonzalez Betancourt,"""NPLom4YAAAAJ"""
bumble bee breeding artificial pollen substitutes,52,"A Gekière, D Michez, M Vanderplanck",Journal of Economic Entomology,"115 (5), 1423-1431",6,2022,RtDPZMhf-s8C,Denis Michez,"""iUgAM2YAAAAJ"""
 network perspective sustainable agroecosystems,52,"WJ Allen, JL Bufford, AD Barnes, BIP Barratt, JR Deslippe, IA Dickie, ...",Trends in Plant Science,"27 (8), 769-780",17,2022,JqN3CTdJtl0C,Brad Howlett,"""DYhlzEoAAAAJ"""
 effects ants pest control metaanalysis,52,"DV Anjos, A Tena, AB Viana-Junior, RL Carvalho, H Torezan-Silingardi, ...",Proceedings of the Royal Society B,"289 (1981), 20221316",38,2022,g5m5HwL7SMYC,Helena Maura Torezan-Silingardi,"""lT4SK-QAAAAJ"""
can floral nectars reduce transmission leishmania,53,"EC Palmer-Young, RS Schwarz, Y Chen, JD Evans",PLOS Neglected Tropical Diseases,"16 (5), e0010373",4,2022,TQgYirikUcIC,Evan Palmer-Young,"""VGvOypoAAAAJ"""
 recovery functional diversity restoration,53,"SA O'Brien, DM Dehling, JM Tylianakis",Ecology,"103 (3), e3618",10,2022,_axFR9aDTf0C,Jason M Tylianakis,"""mHxNHaAAAAAJ"""
pesticideinduced disturbances bee gut microbiotas,53,"MZ Hotchkiss, AJ Poulain, JRK Forrest",FEMS microbiology reviews,"46 (2), fuab056",34,2022,09LM3QYkMKUC,Jessica Forrest,"""O_sMQIYAAAAJ"""
 era reference genomes conservation genomics,53,"G Formenti, K Theissinger, C Fernandes, I Bista, A Bombarely, C Bleidorn, ...",Trends in ecology & evolution,"37 (3), 197-202",166,2022,-38epGy1wY0C,Yannick Wurm,"""k6y0EGsAAAAJ"""
elements agroecological pest disease management,54,"SR Belmain, Y Tembo, AG Mkindi, SEJ Arnold, PC Stevenson",Elem Sci Anth,"10 (1), 00099",13,2022,1yWc8FF-_SYC,Philip C Stevenson,"""LFTAL14AAAAJ"""
guidelines restoring lowland sand fynbos ecosystems,55,"PM Holmes, KJ Esler, S Geerts, DK Ngwenya, AG Rebelo, C Dorse, ...",,,4,2022,tOudhMTPpwUC,Sjirk Geerts,"""_ZlLqNwAAAAJ"""
fly pollination drives convergence flower coloration,55,"JE Garcia, L Hannah, M Shrestha, M Burd, AG Dyer",New Phytologist,"233 (1), 52-61",19,2022,k8Z6L05lTy4C,Adrian Dyer,"""-XQ4dRsAAAAJ"""
conservation needs integrate knowledge across scales,55,"R Chaplin-Kramer, KA Brauman, J Cavender-Bares, S Díaz, GT Duarte, ...",Nature ecology & evolution,"6 (2), 118-119",57,2022,hCrLmN-GePgC,Jason M Tylianakis,"""mHxNHaAAAAAJ"""
adjacent forest moderates insect pollination oil palm,56,"K Li, I Grass, TY Fung, R Fardiansah, M Rohlfs, D Buchori, T Tscharntke","Agriculture, Ecosystems & Environment","338, 108108",4,2022,h9G0ZmjYpDoC,Teja Tscharntke,"""X36HAGcAAAAJ"""
spatiotemporal landuse diversification biodiversity,56,"T Tscharntke, I Grass, TC Wanger, C Westphal, P Batáry",Trends in Ecology & Evolution,"37 (9), 734-735",6,2022,LlXTz_FrCmAC,Teja Tscharntke,"""X36HAGcAAAAJ"""
roles flower scent beeflower mediations review,56,"D Bisrat, C Jung",Journal of Ecology and Environment,"46 (1), 18-30",9,2022,mo9XK3BEATIC,Chuleui Jung,"""BtnbXbcAAAAJ"""
food system resilience concepts issues challenges,56,"M Zurek, J Ingram, A Sanderson Bellamy, C Goold, C Lyon, P Alexander, ...",Annual Review of Environment and Resources,"47 (1), 511-534",72,2022,SdhP9T11ey4C,Jeff Ollerton,"""pGS18ZgAAAAJ"""
economic costs invasive asian hornet honey bees,57,"F Requier, A Fournier, S Pointeau, Q Rome, F Courchamp",Available at SSRN,4280914,1,2022,ZuybSZzF8UAC,Fabrice Requier,"""TR_iRzwAAAAJ"""
variations nutritional requirements across bee species,57,"A Barraud, L Barascou, V Lefebvre, D Sene, Y Le Conte, C Alaux, ...",Frontiers in Sustainable Food Systems,"6, 824750",26,2022,OmZH4w0uHW8C,Denis Michez,"""iUgAM2YAAAAJ"""
grazing ecosystem service delivery global drylands,57,"FT Maestre, Y Le Bagousse-Pinguet, M Delgado-Baquerizo, DJ Eldridge, ...",Science,"378 (6622), 915-920",122,2022,W5xh706n7nkC,Glenda Wardle,"""qUjf6-gAAAAJ"""
restoring biodiversity needs reducing pesticides,58,"T Tscharntke, I Grass, TC Wanger, C Westphal, P Batáry",Trends in ecology & evolution,"37 (2), 115-116",14,2022,dhpJJ7xvgBgC,Teja Tscharntke,"""X36HAGcAAAAJ"""
genomic signatures recent adaptation wild bumblebee,59,"TJ Colgan, AN Arce, RJ Gill, A Ramos Rodrigues, A Kanteh, EJ Duncan, ...",Molecular Biology and Evolution,"39 (2), msab366",11,2022,s1ouQE5r0WUC,Yannick Wurm,"""k6y0EGsAAAAJ"""
urban ecosystem drives genetic diversity feral honey bee,59,"A Patenković, M Tanasković, P Erić, K Erić, M Mihajlović, L Stanisavljević, ...",Scientific reports,"12 (1), 17692",14,2022,SdhP9T11ey4C,"Dr. Ljubiša Stanisavljević, Professor","""9XvqgHsAAAAJ"""
 benefits hedges hedgerows database literature,60,"K Clark, M Garratt, A Mauchline, M Felton, S Potts, L Bromfield",University of Reading,,1,2022,2P1L_qKh6hAC,Michael P. D. Garratt,"""THkqzDAAAAAJ"""
phytoacousticsplants can perceive ambient sound respond,60,KR Shivanna,The Journal of Indian Botanical Society,"102 (1), 1-5",3,2022,wKETBy42zhYC,Shivanna K R,"""rdN6MzEAAAAJ"""
thiamethoxam inadvertent antiaphrodisiac male bees,60,"L Straub, A Minnameyer, D Camenzind, I Kalbermatten, S Tosi, ...",Toxicology reports,"9, 36-45",6,2022,Xz60mAmATU4C,Felix Wackers,"""3pVhk_wAAAAJ"""
species movement influence responses habitat fragmentation,62,"J Chetcuti, WE Kunin, JM Bullock",Diversity and Distributions,"28 (10), 2215-2228",1,2022,HtEfBTGE9r8C,William E. Kunin,"""VTcJiD0AAAAJ"""
 extent fennel crop dependent insect pollination,62,"L Schurr, V Masotti, B Geslin, S Gachet, P Mahé, L Jeannerod, L Affre","Agriculture, Ecosystems & Environment","338, 108047",7,2022,KbBQZpvPDL4C,Benoît Geslin,"""GxNy-vwAAAAJ"""
convergent evolution labile nutritional symbiosis ants,62,"R Jackson, D Monnin, PA Patapiou, G Golding, H Helanterä, J Oettler, ...",The ISME Journal,"16 (9), 2114-2122",23,2022,KIRwYnRZzWQC,Yannick Wurm,"""k6y0EGsAAAAJ"""
climate change reshuffles northern species within niches,62,"LH Antão, B Weigel, G Strona, M Hällfors, E Kaarlejärvi, T Dallas, ...",Nature Climate Change,"12 (6), 587-592",72,2022,4JMBOYKVnBMC,Øystein H. Opedal,"""MQGtPUYAAAAJ"""
fire regimes desert ecosystems drivers impacts changes,63,"EJB van Etten, ML Brooks, AC Greenville, GM Wardle",Frontiers in Ecology and Evolution,"10, 968031",1,2022,1yQoGdGgb4wC,Glenda Wardle,"""qUjf6-gAAAAJ"""
spatial changes park visitation onset pandemic,63,"K Linnell, MI Fudolig, A Schwartz, TH Ricketts, JPM O’Neil-Dunne, ...",PLOS Global Public Health,"2 (9), e0000766",2,2022,tVzLobxzA7YC,Taylor Ricketts,"""CCnUeN8AAAAJ"""
 breeding system hyacinthoides nonscripta asparagaceae,63,"J Guitián, P Guitián",Plant Ecology and Evolution,"155 (2), 182-188",2,2022,ILKRHgRFtOwC,Javier Guitian,"""TJtCQoYAAAAJ"""
reconstructing historical pollination syndrome keel flowers,63,"DA Uluer, F Forest, S Armbruster, JA Hawkins",BMC Ecology and Evolution,"22 (1), 45",4,2022,tuHXwOkdijsC,W Scott Armbruster,"""SjIc1aYAAAAJ"""
 triassic tritrophic triad documents early foodweb cascade,63,"Z Feng, S Wan, Q Sui, C Labandeira, Y Guo, J Chen",Current Biology,"32 (23), 5165-5171. e2",5,2022,6_hjMsCP8ZoC,Conrad Labandeira,"""T_W1E9IAAAAJ"""
flower sharing pollinator health behavioural perspective,63,"E Nicholls, SA Rands, C Botías, N Hempel de Ibarra",Philosophical Transactions of the Royal Society B,"377 (1853), 20210157",9,2022,YFjsv_pBGBYC,Cristina Botías,"""8s9DF5wAAAAJ"""
new evidence suggests sex bias herbivory plant defense,63,"RD Sargent, AD McKeough",The American Naturalist,"200 (3), 435-447",9,2022,iH-uZ7U-co4C,Risa D Sargent,"""AP5-B1QAAAAJ"""
functional susceptibility tropical forests climate change,63,"J Aguirre‐Gutiérrez, E Berenguer, I Oliveras Menor, D Bauman, ...",Nature Ecology & Evolution,"6 (7), 878-889",21,2022,IUKN3-7HHlwC,Jesús Aguirre Gutiérrez,"""DTzjQtIAAAAJ"""
gauging happiness benefit us urban parks twitter,63,"AJ Schwartz, PS Dodds, JPM O’Neil-Dunne, TH Ricketts, CM Danforth",PLoS One,"17 (3), e0261056",21,2022,FecvS_q01PcC,Taylor Ricketts,"""CCnUeN8AAAAJ"""
climate change impact biodiversity human welfare,63,KR Shivanna,Proceedings of the Indian National Science Academy,"88 (2), 160-171",177,2022,7H_MAutzIkAC,Shivanna K R,"""rdN6MzEAAAAJ"""
solar park management design boost bumble bee populations,64,"H Blaydes, E Gardner, JD Whyatt, SG Potts, A Armstrong",Environmental Research Letters,"17 (4), 044002",15,2022,EPG8bYD4jVwC,Simon Potts,"""q_vbRxIAAAAJ"""
myth reality global crisis agricultural pollination,64,"MA Aizen, LA Garibaldi, L Harder",Asociación Argentina de Ecología,,16,2022,tuHXwOkdijsC,Lawrence D. Harder,"""8PWpj6cAAAAJ"""
croppol dynamic open global database crop pollination,64,"A Allen‐Perkins, A Magrach, M Dainese, LA Garibaldi, D Kleijn, R Rader, ...",Ecology,"103 (3), e3614",38,2022,ns9cj8rnVeAC,Ainhoa Magrach,"""ztSaluQAAAAJ"""
croppol dynamic open global database crop pollination,64,"A Allen‐Perkins, A Magrach, M Dainese, LA Garibaldi, D Kleijn, R Rader, ...",Ecology,"103 (3), e3614",38,2022,M3ejUd6NZC8C,Elinor Lichtenberg,"""bZJyQY4AAAAJ"""
mutation bias reflects natural selection arabidopsis thaliana,64,"J Monroe, T Srikant, P Carbonell-Bejerano, C Becker, M Lensink, ...",Nature,5-Jan,306,2022,1yQoGdGgb4wC,Charles B. Fenster,"""Mp2aG9wAAAAJ"""
plant phenotypic plasticity changes pollinatormediated selection,65,"T Dorey, FP Schiestl",Evolution,"76 (12), 2930-2944",9,2022,e_rmSamDkqQC,Florian P Schiestl,"""J22mbxgAAAAJ"""
fit count brasil monitoramento de visitantes florais por contagem,66,"S Koffler, FM Soares, NP Ghilardi-Lopes, B Albertini, DP Drucker, ...",Universidade Federal do ABC,,1,2022,27LrP4qxOz0C,Patrícia Nunes-Silva,"""2W658PkAAAAJ"""
multifunctionality honey bees ecofriendly food production,66,C Jung,Food Science and Industry,"55 (2), 166-175",3,2022,q7LczdTNAjsC,Chuleui Jung,"""BtnbXbcAAAAJ"""
 reliability honey bee density estimates trapped drones,66,"E Williamson, S Groom, P Utaipanon, BP Oldroyd, N Chapman, ...",Apidologie,"53 (6), 62",4,2022,b0M2c_1WBrUC,Katja Hogendoorn,"""saxet1oAAAAJ"""
effects ozone air pollution crop pollinators pollination,66,"O Rollin, J Aguirre‐Gutiérrez, IAR Yasrebi-de Kom, MPD Garratt, ...",Global Environmental Change,"75, 102529",14,2022,OTTXONDVkokC,Jesús Aguirre Gutiérrez,"""DTzjQtIAAAAJ"""
ants brazil overview based years diversity studies,66,"RM Feitosa, GP Camacho, TSR Silva, MA Ulysséa, N Ladino, AM Oliveira, ...",Systematics and Biodiversity,"20 (1), 1-27",16,2022,M05iB0D1s5AC,Helena Maura Torezan-Silingardi,"""lT4SK-QAAAAJ"""
plastid phylogenomic insights phylogeny convolvulaceae,67,"L Chen, Z Zhang, J Yang, D Li, W Yu",,,1,2022,IvSMUa3B7yYC,Wen-Bin Yu,"""HaZTJboAAAAJ"""
 bocage landscape restricts gene flow pest vole populations,67,"G Somoano, A., Bastos-Silveira, C., Ventura, J., Miñarro, M., Heckel",Life,"12, 800",4,2022,i_7YvbSbtFEC,Marcos Miñarro,"""RCuk2cMAAAAJ"""
development pathways global plant invasions space time,67,"H Seebens, F Essl, PE Hulme, M van Kleunen",Global Plant Invasions,53-69,7,2022,ClCfbGk0d_YC,Mark van Kleunen,"""2gmD55UAAAAJ"""
towards integrated pest pollinator management tropical crops,67,"I Merle, J Hipólito, F Requier",Current opinion in insect science,,11,2022,WA5NYHcadZ8C,Fabrice Requier,"""TR_iRzwAAAAJ"""
bumblebees can exposed herbicide glyphosate foraging,67,"LJ Thompson, S Smith, JC Stout, B White, E Zioga, DA Stanley",Environmental Toxicology and Chemistry,"41 (10), 2603-2612",18,2022,IWHjjKOFINEC,Dara A Stanley,"""IMpUlqYAAAAJ"""
interacting pest control pollination services coffee systems,67,"A Martínez-Salinas, A Chain-Guadarrama, N Aristizábal, ...",Proceedings of the National Academy of Sciences,"119 (15), e2119959119",34,2022,0KrOiVmbFBYC,Taylor Ricketts,"""CCnUeN8AAAAJ"""
global urban environmental change drives adaptation white clover,67,"JS Santangelo, RW Ness, B Cohan, CR Fitzpatrick, SG Innes, S Koch, ...",Science,"375 (6586), 1275-1281",85,2022,UuEBAcK4md4C,Amy Parachnowitsch,"""YBQQcMsAAAAJ"""
historical records plantinsect interactions subarctic finland,68,"L Zoller, TM Knight",BMC Research Notes,"15 (1), 317",1,2022,p__nRnzSRKYC,Tiffany Knight,"""QMqWqrkAAAAJ"""
dietary pufas drive diverse systemlevel changes lipid metabolism,68,"S Furse, S Virtue, SG Snowden, A Vidal-Puig, PC Stevenson, D Chiarugi, ...",Molecular Metabolism,"59, 101457",4,2022,owLR8QvbtFgC,Philip C Stevenson,"""LFTAL14AAAAJ"""
importance biotic pollination varies across common bean cultivars,68,"EV Franceschinelli, PLM Ribeiro, JN Mesquita‐Neto, LL Bergamini, ...",Journal of Applied Entomology,"146 (1-2), 32-43",5,2022,35N4QoGY0k4C,Luisa G. Carvalheiro,"""jTnE2aoAAAAJ"""
elaborate mating dances multimodal courtship displays jewel bugs,68,"H Mukai, T Takanashi, A Yamawo",Ecology,"103 (4), e3632",7,2022,J_g5lzvAfSwC,Ainhoa Magrach,"""ztSaluQAAAAJ"""
land cover climate drive shifts bombus assemblage composition,68,"ME Christman, LR Spears, JP Strange, WD Pearse, EK Burchfield, ...","Agriculture, Ecosystems & Environment","339, 108113",7,2022,dQ2og3OwTAUC,James P. Strange,"""4J50xaYAAAAJ"""
molecular genetic analysis tracheal mite resistance honey bees,68,"AL Bourgeois, JD Villa, B Holloway, RG Danka, TE Rinderer",Journal of Apicultural Research,"54 (4), 314-320",10,2022,70eg2SAEIzsC,Robert Danka,"""LMaZC00AAAAJ"""
towards systemlevel causative knowledge pollinator communities,68,"S Saavedra, I Bartomeus, O Godoy, RP Rohr, P Zu",Philosophical Transactions of the Royal Society B,"377 (1853), 20210159",10,2022,U3qCfcK-7lkC,Ignasi Bartomeus,"""EXdyoWAAAAAJ"""
diversity sooty blotch flyspeck fungi cider apples spain,69,"JC Batzer, M Miñarro, JM Svendsen, ML Gleason",PhytoFrontiers™,"2 (3), 289-306",2,2022,PVqtIyvKoSUC,Marcos Miñarro,"""RCuk2cMAAAAJ"""
incorporating citizen science advance natural capital approach,69,"V Seymour, B Willls, P Wilkin, P Burt, E Ikin, PC Stevenson",Ecosystem services,"54, 101419",2,2022,hsZV8lGYWTMC,Philip C Stevenson,"""LFTAL14AAAAJ"""
variable ranking selection random forest unbalanced data,69,"U Bradter, JD Altringham, WE Kunin, TJ Thom, J O’Connell, TG Benton",Environmental Data Science,"1, e30",7,2022,umqufdRvDiIC,William E. Kunin,"""VTcJiD0AAAAJ"""
protect european green agricultural policies future food security,69,"MB Morales, M Díaz, D Giralt, F Sardà-Palomera, J Traba, F Mougeot, ...",Communications earth & environment,"3 (1), 217",15,2022,BUYA1_V_uYcC,Sabrina Gaba,"""3vFKj0UAAAAJ"""
groundnesting bees prefer bare ground areas calcareous grasslands,69,"H Gardein, Y Fabian, C Westphal, T Tscharntke, A Hass",Global Ecology and Conservation,"39, e02289",16,2022,Zbx7W2Xs4QsC,Teja Tscharntke,"""X36HAGcAAAAJ"""
caste sex parasitism influence brain plasticity social wasp,70,"KM Gandia, F Cappa, D Baracchi, ME Hauber, L Beani, FMK Uy",Frontiers in Ecology and Evolution,"10, 803437",5,2022,WMtz-WDmgKQC,David Baracchi,"""1JRZ0d0AAAAJ"""
covid memes adaptive response societies pandemic,70,"P Skórka, B Grzywacz, D Moroń, M Lenda",International Journal of Environmental Research and Public Health,"19 (19), 12969",7,2022,dfsIfKJdRG4C,Magdalena Lenda,"""-_q0e3QAAAAJ"""
greater bee diversity needed maintain crop pollination time,70,"NJ Lemanski, NM Williams, R Winfree",Nature Ecology & Evolution,"6 (10), 1516-1523",16,2022,EYYDruWGBe4C,Rachael Winfree,"""GFuYdgQAAAAJ"""
putting pesticides map pollinator research conservation,70,"MR Douglas, P Baisley, S Soba, M Kammerer, EV Lonsdorf, ...",Scientific Data,"9 (1), 571",17,2022,mNrWkgRL2YcC,Christina Grozinger,"""uwKZaKIAAAAJ"""
complex floral traits shape pollinator attraction ornamental plants,70,"E Erickson, RR Junker, JG Ali, N McCartney, HM Patch, CM Grozinger",Annals of botany,"130 (4), 561-577",20,2022,P7Ujq4OLJYoC,Christina Grozinger,"""uwKZaKIAAAAJ"""
niches guilds bryophytes along meter elevational gradient,71,"P Wilson, LA Coleman",The Bryologist,"125 (1), 115-134",1,2022,ye4kPcJQO24C,Paul Siri Wilson,"""T4KYzo4AAAAJ"""
individualbased modeling genome evolution haplodiploid organisms,71,"R Pracana, R Burns, RL Hammond, BC Haller, Y Wurm",Genome Biology and Evolution,"14 (5), evac062",3,2022,Q3-QASNKTMEC,Yannick Wurm,"""k6y0EGsAAAAJ"""
 coloss beebook manual standard methods honey bee research,71,"NL Carreck, V Dietemann, JD Ellis, JD Evans, P Neumann, ...",Bee World,"99 (1), 11-13",3,2022,JaLtl8ASYokC,Jay D. Evans,"""iCJoV-EAAAAJ"""
moths can transfer pollen flowers experimental conditions,71,"MN Buxton, BJ Anderson, JM Lord",New Zealand Journal of Ecology,"46 (1), 1-5",4,2022,uWQEDVKXjbEC,Janice Lord,"""OhVRkgcAAAAJ"""
 monitoring saproxylic beetles benefit inclusion larvae,71,"J Köhler, B Rulik, J Eberle, J Thormann, F Köhler, D Ahrens",Insect Conservation and Diversity,,6,2022,NaGl4SEjCO4C,Bjoern Rulik,"""zhs0lXUAAAAJ"""
drivers consequences partial migration alpine bird species,71,"Ø Arnekleiv, K Eldegard, PF Moa, LF Eriksen, EB Nilsen",Ecology and Evolution,"12 (3), e8690",7,2022,k_IJM867U9cC,Katrine Eldegard,"""4jf0_KsAAAAJ"""
naturalized alien floras still carry legacy european colonialism,71,"B Lenzner, G Latombe, A Schertler, H Seebens, Q Yang, M Winter, ...",Nature Ecology & Evolution,"6 (11), 1723-1732",49,2022,LO7wyVUgiFcC,Mark van Kleunen,"""2gmD55UAAAAJ"""
effective climate change adaptation means supporting community autonomy,71,"AC Pisor, X Basurto, KG Douglass, KJ Mach, E Ready, JM Tylianakis, ...",Nature Climate Change,"12 (3), 213-215",57,2022,kh2fBNsKQNwC,Jason M Tylianakis,"""mHxNHaAAAAAJ"""
critical links biodiversity health wild bee conservation,71,"MA Parreño, C Alaux, JL Brunet, L Buydens, M Filipiak, M Henry, A Keller, ...",Trends in Ecology & Evolution,"37 (4), 309-321",74,2022,_Qo2XoVZTnwC,Evan Palmer-Young,"""VGvOypoAAAAJ"""
